Title,Company,Experience,Salary,Location,Posted,Openings,Skills,Job Description,Job Link
Software Developer,JAY Jay Mills,4 - 5 years,Not Disclosed,Tiruppur,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, c, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-jay-jay-mills-tiruppur-4-to-5-years-050225501528
Software Developer,Cyntexa,2 - 7 years,Not Disclosed,Jaipur,3+ weeks ago,1,"Hibernate, jQuery, PHP, HTML, CakePHP, JSF, SQL, Android, Python, Salesforce",Not specified,https://www.naukri.com/job-listings-software-developer-cyntexa-jaipur-2-to-7-years-070722500647
Software Developer,Ammendumm Technologies,2 - 3 years,Not Disclosed,Jaipur,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, c, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-ammendumm-jaipur-2-to-3-years-040724500487
Software Developer,MyCityPune,2 - 3 years,Not Disclosed,Pune,3+ weeks ago,1,"JAVA, Software Developer, Business Analysts, development, Architects, XML, design, PL, Lead Developers, SQL",Not specified,https://www.naukri.com/job-listings-software-developer-mycitypune-pune-2-to-3-years-070819501389
Software Developer,Special Engineering Services,5 - 10 years,Not Disclosed,Kolkata,3+ weeks ago,1,"Computer science, Cloud computing, Software design, Front end, Version control, Javascript, Data structures, HTML, SQL, Python",Not specified,https://www.naukri.com/job-listings-software-developer-special-engineering-services-kolkata-5-to-10-years-060525502347
Software developer robotics,Zimmer Group,2 - 3 years,Not Disclosed,Pune,3+ weeks ago,1,"matlab, interfaces, c++, python, software development, c, software testing, rice components, simulation, robotics, oracle apps technical, engineering, autocad, sql, plsql, automation, java, solid works, html, xml publisher reports, programming, oracle reports",Not specified,https://www.naukri.com/job-listings-software-developer-robotics-zimmer-group-pune-2-to-3-years-060624500890
Software Developer,Cricbattle,2 - 5 years,Not Disclosed,Ahmedabad,3+ weeks ago,1,"iPhone, jQuery, Manager Quality Assurance, MySQL, Debugging, SDLC, SQL, Ajax, Android, CSS3",Not specified,https://www.naukri.com/job-listings-software-developer-cricbattle-inc-ahmedabad-2-to-5-years-070218501190
Software Developer,Swati Industries,2 - 3 years,Not Disclosed,Ranchi,3+ weeks ago,1,"Computer science, System testing, Project management, Consulting, PHP, HTML, Unit testing, Technical support, Monitoring, Python",Not specified,https://www.naukri.com/job-listings-software-developer-swati-industries-ranchi-2-to-3-years-070624500614
Software Developer,Luminous Infoways,3 - 5 years,Not Disclosed,Bhubaneswar,3+ weeks ago,1,"Performance tuning, jQuery, RDBMS, XML, MySQL, CMS, Data structures, Application development, WCF, MVC",Not specified,https://www.naukri.com/job-listings-software-developer-luminous-infoways-private-limited-bhubaneswar-3-to-5-years-040625502215
Software Developer,Luminous Infoways,3 - 5 years,Not Disclosed,Mumbai,3+ weeks ago,1,"Performance tuning, jQuery, RDBMS, XML, MySQL, CMS, Data structures, Application development, WCF, MVC",Not specified,https://www.naukri.com/job-listings-software-developer-luminous-infoways-private-limited-mumbai-3-to-5-years-040625502214
Software Developer,Athmin Technologies,2 - 3 years,Not Disclosed,Noida,3+ weeks ago,1,"C++, MS SQL, Front end, PHP Trainee, Coding, Analytical, MySQL, Oracle, Android",Not specified,https://www.naukri.com/job-listings-software-developer-athmin-noida-2-to-3-years-140621501390
Software Developer,Coursekart,8 - 13 years,Not Disclosed,Ahmedabad,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-coursekart-ahmedabad-8-to-13-years-130225500351
Software Developer,USS Designers Software Solutions,1 - 4 years,Not Disclosed,Hyderabad,3+ weeks ago,1,"c#, interfaces, c++, python, css, software development, software testing, system testing, system design, engineering, hibernate, javascript, sql server, jquery, software programming, sql, spring, java, oops, software solutions, html, data structures, mysql, programming",Not specified,https://www.naukri.com/job-listings-software-developer-uss-designers-software-solutions-hyderabad-1-to-4-years-130125502188
Software Developer - Angular,Pay Asia Management,3 - 6 years,Not Disclosed,Chennai,3+ weeks ago,1,"css, ui development, bootstrap, ajax, jquery, react.js, java, ui, json, html, requirement analysis, application deployment, c#, github, software development, css net, javascript, sql server, visual studio, application development, angular, angular ui, .net, angularjs, vs",Not specified,https://www.naukri.com/job-listings-software-developer-angular-pay-asia-management-chennai-3-to-6-years-140125502551
Software Developer - C++,Drake Software Services,1 - 5 years,Not Disclosed,Ludhiana,3+ weeks ago,1,"algorithms, c++, css, socket programming, mac, sql, qml, git, java, design patterns, linux, oops, json, html, data structures, mysql, multithreading, jira, c#, python, qt, software development, c, version control, stl, javascript, embedded c, microsoft windows, scrum, agile",Not specified,https://www.naukri.com/job-listings-software-developer-c-drake-software-services-ludhiana-1-to-5-years-130525501965
Software Developer,Turing Global India,3 - 7 years,Not Disclosed,Remote,3+ weeks ago,1,"Front end, data science, webgl, Javascript, Animation, Mobile applications, Management, IOS, Android",Not specified,https://www.naukri.com/job-listings-software-developer-turing-remote-3-to-7-years-140125509607
Software Developer,Turing Global India,3 - 7 years,Not Disclosed,Remote,3+ weeks ago,1,"Web services, Incharge, Javascript, JIRA, Sharepoint, AWS, Data warehousing, Python",Not specified,https://www.naukri.com/job-listings-software-developer-turing-remote-3-to-7-years-140125506591
Software Developer,Turing Global India,3 - 7 years,Not Disclosed,Remote,3+ weeks ago,1,"Backend, Front end, Web services, Javascript, Programming, JIRA, Data warehousing, AWS, Python",Not specified,https://www.naukri.com/job-listings-software-developer-turing-remote-3-to-7-years-140125506402
Associate Lead Software Developer - Automation & Platforms,Microland,2 - 5 years,Not Disclosed,Bengaluru,2 weeks ago,1,"Root cause analysis, Backend, Automation engineering, Manufacturing process, Process control, Software development life cycle, Field instrumentation, System development, Troubleshooting, SCADA",Not specified,https://www.naukri.com/job-listings-associate-lead-software-developer-automation-platforms-microland-limited-bengaluru-2-to-5-years-120625502656
Software Developer,Turing Global India,3 - 7 years,Not Disclosed,Remote,3+ weeks ago,1,"JMS, Core Java, NoSQL, Data structures, MongoDB, Test cases, Oracle, Risk management, Middleware",Not specified,https://www.naukri.com/job-listings-software-developer-turing-remote-3-to-7-years-140125503672
Software Developer,Rishitech Softwares Maharashtra,8 - 13 years,Not Disclosed,Thane,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-rishitech-softwares-thane-8-to-13-years-130225500385
Software developer,Greenfield Software,2 - 5 years,Not Disclosed,Gurugram,3+ weeks ago,1,"Computer science, VMware, Linux, Infrastructure management, XML, SNMP, JSON, Scrum, Troubleshooting, Virtualization",Not specified,https://www.naukri.com/job-listings-software-developer-greenfield-software-private-limited-gurugram-2-to-5-years-121121501362
Software Developer,Turing Global India,3 - 7 years,Not Disclosed,Remote,3+ weeks ago,1,"continuous integration, Application support, Analytical, Risk management, Data warehousing, Analytics, Monitoring, SQL, Python",Not specified,https://www.naukri.com/job-listings-software-developer-turing-remote-3-to-7-years-140125505711
Software Developer,Algosec,3 - 6 years,Not Disclosed,New Delhi,3+ weeks ago,1,"spring, software development, java, c, php, perl",Not specified,https://www.naukri.com/job-listings-software-developer-algosec-new-delhi-3-to-6-years-130225502909
Software Developer,Multivirt India,2 - 3 years,Not Disclosed,New Delhi,3+ weeks ago,1,"c++, css, android, jquery, sql, java, git, asp.net, linux, oops, jenkins, debugging, json, shell scripting, html, data structures, mysql, jira, c#, python, software development, software testing, javascript, sql server, embedded c, unix",Not specified,https://www.naukri.com/job-listings-software-developer-multivirt-india-private-limited-new-delhi-2-to-3-years-120724502451
Sr. Java Back End Developer || Weekend Drive,Cognizant,6 - 11 years,Not Disclosed,"Hyderabad, Chennai, Bengaluru",1 day ago,1,"Java, Spring Boot, Microservices",Not specified,https://www.naukri.com/job-listings-sr-java-back-end-developer-weekend-drive-cognizant-hyderabad-chennai-bengaluru-6-to-11-years-130525025095
Software Developer,Cradlepoint,8 - 13 years,Not Disclosed,Gurugram,3+ weeks ago,1,"Product management, Computer science, operational support, Interpersonal skills, Bss, GIT, Functional testing, Agile, product life cycle, Programming",Not specified,https://www.naukri.com/job-listings-software-developer-cradlepoint-gurugram-8-to-13-years-120225500861
Software Developer,Smart Data Solutions,2 - 3 years,Not Disclosed,New Delhi,3+ weeks ago,1,"C++, C, Programming, PHP, Python, Teaching",Not specified,https://www.naukri.com/job-listings-software-developer-smart-data-solutions-new-delhi-2-to-3-years-121023502209
Software Developer,Turing Global India,7 - 10 years,Not Disclosed,Remote,3+ weeks ago,1,"Maven, Hibernate, Linux, Eclipse, Ethernet, Embedded Linux, JSF, TDM, SQL",Not specified,https://www.naukri.com/job-listings-software-developer-turing-remote-7-to-10-years-140125505770
Software Developer,Turing Global India,5 - 8 years,Not Disclosed,Remote,3+ weeks ago,1,"Web services, Javascript, Programming, Manager Technology, Troubleshooting, AWS, Python",Not specified,https://www.naukri.com/job-listings-software-developer-turing-remote-5-to-8-years-140125506572
Software Engineer And Developer,Inchi Solutions,1 - 6 years,5-12 Lacs P.A.,"Hosur, Chennai, Bengaluru",3 weeks ago,10,"C#, Dotnet Development, .Net, Automation, Industrial Automation, PLC, Visual Studio",Not specified,https://www.naukri.com/job-listings-software-engineer-and-developer-inchi-solutions-hosur-chennai-bengaluru-1-to-6-years-081124006334
Software Developer,Scopetree,8 - 13 years,Not Disclosed,Chennai,3+ weeks ago,1,"Analytical skills, Networking, RDBMS, XML, SNMP, Design development, Object oriented programming, SQL, Ajax",Not specified,https://www.naukri.com/job-listings-software-developer-scopetree-technologies-chennai-8-to-13-years-090425501974
Software Developer,Bizonance,8 - 13 years,Not Disclosed,Amaravathi,3+ weeks ago,1,"c#, rest, python, css, c++, software development, hibernate, ajax, javascript, jquery, sql server, sql, spring, coding, angular, java, asp.net, software solutions, json, php, .net, html, mysql, mvc",Not specified,https://www.naukri.com/job-listings-software-developer-bizonance-amaravathi-8-to-13-years-090425502034
Software Developer,D2K Technologies,1 - 5 years,Not Disclosed,Mumbai,3+ weeks ago,1,"Analytical skills, Core Java, Backend, Interpersonal skills, jQuery, Web technologies, Coding, Time management, Javascript, MVC",Not specified,https://www.naukri.com/job-listings-software-developer-d2k-technologies-mumbai-1-to-5-years-111024501974
Software Developer,Sails Software Solutions,2 - 7 years,Not Disclosed,Visakhapatnam,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, software solutions, html, data structures, mysql, programming, c#, interfaces, python, software development, c, software testing, system testing, system design, engineering, javascript, sql server, software programming",Not specified,https://www.naukri.com/job-listings-software-developer-sails-software-solutions-private-limited-visakhapatnam-2-to-7-years-110425500755
Software Developer,Mirav Software Services,5 - 9 years,Not Disclosed,"Vijayawada, Visakhapatnam, Guntur, Nellore",3+ weeks ago,1,"Debugging, Programming",Not specified,https://www.naukri.com/job-listings-software-developer-mirav-software-services-private-limited-vijayawada-visakhapatnam-guntur-nellore-5-to-9-years-111224503065
Software Developer,IKM INVESTORS,1 - 6 years,Not Disclosed,Noida,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, html, data structures, mysql, programming, c#, interfaces, python, software development, c, software testing, system testing, system design, engineering, javascript, sql server, software programming, spring boot",Not specified,https://www.naukri.com/job-listings-software-developer-ikm-investors-p-ltd-noida-1-to-6-years-081124502377
Software Developer,Greenbooks Imaging Services,2 - 3 years,Not Disclosed,Chennai,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, c, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-greenbooks-imaging-servcies-llp-chennai-2-to-3-years-090824500520
Software Developer,Vision Graphics,2 - 5 years,Not Disclosed,New Delhi,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-vision-graphics-new-delhi-2-to-5-years-100125503951
Software Developer,Principle Infra Project,6 - 10 years,Not Disclosed,Pune,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-principle-infra-project-limited-pune-6-to-10-years-100125503365
Software Developer (Spring & Hibernate),Rapidsoft Technologies IT Services Consulting,4 - 8 years,Not Disclosed,Gurgaon,3+ weeks ago,1,"Hibernate, Multithreading, NoSQL, SOA, Coding, MySQL, Data structures, JSON, Unit testing, SQL",Not specified,https://www.naukri.com/job-listings-software-developer-spring-hibernate-rapidsoft-technologies-it-services-consulting-gurgaon-4-to-8-years-100321501855
Associate Lead Software Developer - Automation & Platforms,Microland,4 - 7 years,Not Disclosed,Bengaluru,3 weeks ago,1,"Root cause analysis, Backend, Automation engineering, Manufacturing process, Process control, Software development life cycle, Field instrumentation, System development, Troubleshooting, SCADA",Not specified,https://www.naukri.com/job-listings-associate-lead-software-developer-automation-platforms-microland-limited-bengaluru-4-to-7-years-110625501383
Software Developer - NodeJS/Angular/AWS,Highrise Solutions LLP,3 - 8 years,Not Disclosed,Pune,3+ weeks ago,1,"XML, CMS, HTML, JSON, Agile methodology, Unit testing, DBMS, Information technology, Software services, SQL",Not specified,https://www.naukri.com/job-listings-software-developer-nodejs-angular-aws-highrise-solutions-llp-pune-3-to-8-years-091023500992
Software Developer ( Cloud Solutions ),Dawn Verse Cloud Technologies Hyderabad,2 - 7 years,Not Disclosed,Mumbai,3+ weeks ago,1,"c++, css, cloud technologies, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, c, system testing, system design, engineering, javascript, sql server, software programming, angular, aws",Not specified,https://www.naukri.com/job-listings-software-developer-cloud-solutions-dawn-verse-cloud-technologies-mumbai-2-to-7-years-100225503042
Software Developer,Step by Step School Noida,3 - 8 years,Not Disclosed,Noida,3+ weeks ago,1,"ERP, Change management, jQuery, Coding, MySQL, Javascript, Unit testing, Python, Coldfusion",Not specified,https://www.naukri.com/job-listings-software-developer-step-by-step-school-noida-noida-3-to-8-years-110124500347
Software Developer,Pramura Software,2 - 3 years,Not Disclosed,Coimbatore,3+ weeks ago,1,"css, ado.net, bootstrap, net development, ajax, jquery, sql, react.js, java, asp.net, json, html, mysql, mvc, mongodb, c#, asp.net mvc, oracle, software development, entity framework, vb, javascript, sql server, angular, linq, node.js, .net, php, angularjs",Not specified,https://www.naukri.com/job-listings-software-developer-pramura-software-private-limited-coimbatore-2-to-3-years-100225502983
Software Developer,ADA Software,2 - 3 years,Not Disclosed,Kolkata,3+ weeks ago,1,"Hibernate, Core Java, MS SQL, jQuery, XML, Javascript, JDBC, Troubleshooting, Technical support, Ajax",Not specified,https://www.naukri.com/job-listings-software-developer-ada-software-kolkata-2-to-3-years-090621500652
Senior Engineer/Technica Lead - Java Developer,Thales,6 - 11 years,Not Disclosed,Bengaluru,3 weeks ago,1,"Java, Spring Boot, AWS, Python, Networking Protocols, Linux, Kafka",Not specified,https://www.naukri.com/job-listings-senior-engineer-technica-lead-java-developer-thales-bengaluru-6-to-11-years-100625024289
Software Developer,Konnect Parking,8 - 13 years,Not Disclosed,New Delhi,3+ weeks ago,1,"parking, Backend, Mobile development, SCALA, product life cycle, test driven development, Mobile applications, AWS, Android, Python",Not specified,https://www.naukri.com/job-listings-software-developer-konnect-parking-new-delhi-8-to-13-years-120225500843
Software Developer,Doplus Technologies,8 - 13 years,Not Disclosed,Faridabad,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-doplus-technologies-p-limited-faridabad-8-to-13-years-040325501426
Software Engineering - Analyst - Global Banking & Markets,Goldman Sachs,1 - 6 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"algorithms, continuous integration, cd, software development, automation testing, ci/cd, engineering, java, git, devops, kafka, data structures, software engineering, object oriented programming, design principles, sdlc, programming, communication skills, middleware",Not specified,https://www.naukri.com/job-listings-software-engineering-analyst-global-banking-markets-goldman-sachs-bengaluru-1-to-6-years-271224505422
Software Developer,Techsquad Co,1 - 4 years,Not Disclosed,Hyderabad,3+ weeks ago,1,"css, web services, hibernate, sql, spring, java, git, gcp, software solutions, debugging, html, mysql, netbeans, programming, communication skills, rest, software development, maven, microsoft azure, java frameworks, sql server, javascript, eclipse, struts, aws, soap",Not specified,https://www.naukri.com/job-listings-software-developer-techsquad-hyderabad-1-to-4-years-040225508209
Software Engineering - Analyst - Global Banking & Markets,Goldman Sachs,1 - 6 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"algorithms, continuous integration, cd, software development, automation testing, ci/cd, engineering, java, git, data modeling, devops, kafka, data structures, software engineering, object oriented programming, sdlc, programming, communication skills, middleware",Not specified,https://www.naukri.com/job-listings-software-engineering-analyst-global-banking-markets-goldman-sachs-bengaluru-1-to-6-years-271224505423
Software Developer / Programmer,Linuxbean Solutions,2 - 3 years,Not Disclosed,Indore,3+ weeks ago,1,"com, code, wordpress, developing, mca, ajax, jquery, sql, oop, java, web, oops, mysql, programming, magento, development, website, c, joomla, it, javascript, Software Developer, Programmer, drupal, php, pl",Not specified,https://www.naukri.com/job-listings-software-developer-programmer-linuxbean-solution-pvt-ltd-indore-2-to-3-years-011216500251
Corporate Treasury- RA Tech Software Engineering-Analyst,Goldman Sachs,3 - 8 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Computer science, Software design, Analytical, liquidity risk, Data structures, Workflow, Risk management, SDLC, Analytics, Python",Not specified,https://www.naukri.com/job-listings-corporate-treasury-ra-tech-software-engineering-analyst-goldman-sachs-bengaluru-3-to-8-years-280525501034
Software Developer,Client Server Tech,3 - 4 years,Not Disclosed,Hyderabad,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, c, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-client-server-tech-hyderabad-3-to-4-years-020625500862
Software Developer,Client Server Tech,5 - 7 years,Not Disclosed,Hyderabad,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, c, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",Not specified,https://www.naukri.com/job-listings-software-developer-client-server-tech-hyderabad-5-to-7-years-020625500966
Software Developer,Necorp Systems,3 - 5 years,Not Disclosed,Hyderabad,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, html, data structures, mysql, programming, c#, interfaces, python, software development, c, software testing, system testing, system design, engineering, javascript, sql server, software programming, spring boot",Not specified,https://www.naukri.com/job-listings-software-developer-necorp-systems-hyderabad-3-to-5-years-020824502484
Developer-Software,SLK Software,8 - 10 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Computer science, Root cause analysis, Automation, Diversity and Inclusion, Visio, Investment management, Operations, MS Office Word, SDLC, Analytics",Not specified,https://www.naukri.com/job-listings-developer-software-slk-software-services-private-limited-bengaluru-8-to-10-years-300425504383
Software developer (Golang),Evnek,2 - 6 years,Not Disclosed,Remote,3+ weeks ago,1,"Unix, Backend, Linux, Software development life cycle, Programming, Data structures, Object oriented programming, SDLC, SQL, Python",Not specified,https://www.naukri.com/job-listings-software-developer-golang-evnek-remote-2-to-6-years-030625502532
Software Developer,Necorp Systems,4 - 6 years,Not Disclosed,Hyderabad,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, html, data structures, mysql, programming, c#, interfaces, python, software development, c, software testing, system testing, system design, engineering, javascript, sql server, software programming, spring boot",Not specified,https://www.naukri.com/job-listings-software-developer-necorp-systems-hyderabad-4-to-6-years-020824502482
Software Developer,Lubixindia,2 - 3 years,Not Disclosed,Lucknow,3+ weeks ago,1,"server, bca, css, Networking, software, mca, sql, java, Coding, asp.net, oops, Javascript, PHP, programming, Ajax, c#, development, website, Debugging, Stored procedures, it, Android, IIS, jQuery, application, .net, developer",Not specified,https://www.naukri.com/job-listings-software-developer-lubixindia-lucknow-2-to-3-years-020818500173
Software Developer,Necorp Systems,4 - 6 years,Not Disclosed,Mumbai,3+ weeks ago,1,"c++, css, hibernate, jquery, sql, spring, java, oops, html, data structures, mysql, programming, c#, interfaces, python, software development, c, software testing, system testing, system design, engineering, javascript, sql server, software programming, spring boot",Not specified,https://www.naukri.com/job-listings-software-developer-necorp-systems-mumbai-4-to-6-years-020824502485
Java Developer III / Senior Member of Technical Staff - (4 To 8 years),Oracle,4 - 8 years,Not Disclosed,Bengaluru,2 weeks ago,2,"System Design, Architecture, java, design architecture, Scalability, cloud migration, Data Structures, Object Oriented, Distributed system, Distribution System, Backend, Algorithms, OCI, Oracle Cloud Infrastructure, DATABASE, AWS, distributed services",Not specified,https://www.naukri.com/job-listings-java-developer-iii-senior-member-of-technical-staff-4-to-8-years-oracle-bengaluru-4-to-8-years-290224000100
Software Developer,Cricbattle,2 - 5 years,Not Disclosed,Ahmedabad,3+ weeks ago,1,"jQuery, Manager Quality Assurance, MySQL, Debugging, Troubleshooting, SDLC, SQL, Ajax, Android, CSS3",Not specified,https://www.naukri.com/job-listings-software-developer-fantasycricket-ahmedabad-2-to-5-years-021118501456
Senior JAVA Azure developer,Robert Bosch Engineering and Business Solutions Private Limited,7 - 10 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"remediation, Data migration, Postgresql, PAAS, Application development, SDK, Unit testing, Troubleshooting, VMS, infrastructure services",Not specified,https://www.naukri.com/job-listings-senior-java-azure-developer-robert-bosch-engineering-and-business-solutions-private-limited-bengaluru-7-to-10-years-030625500143
Software Developer (MVC+ASP.NET),Goomi Technology,2 - 3 years,Not Disclosed,Lucknow,3+ weeks ago,1,"css, web application, web services, ado.net, ajax, jquery, sql, java, asp.net, html, mysql, mvc, wcf, c#, asp.net mvc, software development, entity framework, sql server, javascript, angular, linq, microsoft windows, troubleshooting, .net, angularjs",Not specified,https://www.naukri.com/job-listings-software-developer-mvc-asp-net-goomi-technology-lucknow-2-to-3-years-010724500869
Software Developer,IT MNC,8 - 12 years,Not Disclosed,Chennai,3+ weeks ago,3,"Java, Microservices, Kotlin",Not specified,https://www.naukri.com/job-listings-software-developer-advance-career-solutions-chennai-8-to-12-years-020625008825
C + + Software Developers,XTGlobal,3 - 6 years,Not Disclosed,"Visakhapatnam, Hyderabad",3+ weeks ago,1,"IntelliJ, C++, Core Java, Multithreading, Linux, Windows, JIRA, Ruby, System analysis, SQL",Not specified,https://www.naukri.com/job-listings-c-software-developers-xenosoft-technologies-india-pvt-ltd-visakhapatnam-hyderabad-3-to-6-years-040225510511
Senior Java Application Developer with Core Banking,Oracle,3 - 7 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3+ weeks ago,1,"Core Java, SOA, Testing tools, Coding, XML, Javascript, PLSQL, Oracle, Troubleshooting, Middleware",Not specified,https://www.naukri.com/job-listings-senior-java-application-developer-with-core-banking-oracle-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-310525501831
Software Engineer,Phonepe,1 - 7 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"Performance tuning, C++, Automation, Linux, Coding, MySQL, Application development, Distribution system, Technical documentation",Not specified,https://www.naukri.com/job-listings-software-engineer-phonepe-bengaluru-1-to-7-years-220723501066
"Director, Software Engineering",Zeta Inc.,10 - 15 years,Not Disclosed,Bengaluru,3+ weeks ago,1,"RDBMS, Coding, Postgresql, Wordpress, Debugging, Product design, Information technology, Monitoring, Core banking",Not specified,https://www.naukri.com/job-listings-director-software-engineering-zeta-inc-bengaluru-10-to-15-years-200525503464
